video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views,total_views_log,engagement_rate,views_per_tag
VID02472,33,15,909.0,46.0,Sim,720p,Música,Inglês,Não,47711,83.0,303,22,4063.0,14331,1977.0,758,Não,Noite,Seg-Qui,467281,13.054688208794058,0.039363894530271934,9942.148936170213
VID02444,60,98,160.0,33.0,Não,1080p,Fitness,Espanhol,Não,215854,89.0,185,15,4649.0,29716,4335.0,445,Não,Manhã,Sábado,382297,12.853955688177228,0.08989084402964187,11244.029411764706
VID01884,32,83,792.0,5.0,Não,720p,Gaming,Português,Não,683032,59.0,326,19,4450.0,4953,1516.0,931,Não,Madrugada,Sábado,891260,13.700392592850466,0.010550232255458564,148543.33333333334
VID00813,4,69,161.0,19.0,Não,1080p,Tecnologia,Inglês,Não,521328,81.0,10,21,7317.0,46722,4101.0,722,Sim,Noite,Seg-Qui,1761662,14.381768807253852,0.030675010302770905,88083.1
VID01695,5,92,656.0,15.0,Não,4K,Vlogs,Inglês,Sim,528551,55.0,350,14,7448.0,47445,3809.0,741,Não,Noite,Sexta,1446926,14.184952555135764,0.037937669238095106,90432.875
VID02030,36,20,715.0,18.0,Não,1080p,Culinária,Inglês,Não,731287,113.0,199,30,5168.0,3796,3600.0,643,Sim,Manhã,Sábado,1568667,14.265737409579724,0.005714405925540602,82561.42105263157
VID01656,21,35,476.0,1.0,Não,4K,Gaming,Português,Não,601956,84.0,252,18,4964.0,3605,3810.0,903,Não,Manhã,Domingo,876914,13.684165345334454,0.009771767813035258,438457.0
VID01767,25,88,866.0,30.0,Sim,480p,Vlogs,Português,Sim,102591,66.0,249,10,1149.0,3039,4837.0,394,Não,Noite,Domingo,177436,12.086370895317732,0.023602876530129175,5723.741935483871
VID01945,40,68,296.0,,Sim,480p,Música,Português,Não,929733,10.0,429,5,4433.0,8330,4325.0,86,Não,Manhã,Domingo,1504977,14.22428883811807,0.008480528273854019,
VID01488,54,73,199.0,,Sim,720p,Música,Inglês,Não,333118,,429,14,8003.0,993,2392.0,890,Não,Manhã,Sexta,1472756,14.20264671238571,0.006108275912642691,
VID00299,21,57,948.0,35.0,Sim,1080p,Vlogs,Português,Não,332417,48.0,57,23,6636.0,12299,2838.0,830,Não,Noite,Domingo,391093,12.876703219281001,0.048415594244847135,10863.694444444445
VID00234,25,58,288.0,16.0,Sim,1080p,Tecnologia,Inglês,Não,244834,37.0,269,2,844.0,40345,3875.0,240,Não,Madrugada,Sábado,959531,13.774200944577261,0.04292617956063952,56443.0
VID00212,29,84,412.0,43.0,Sim,1080p,Vlogs,Português,Não,912450,118.0,466,18,6559.0,2832,698.0,148,Sim,Noite,Seg-Qui,841645,13.643114777266577,0.011157910995728602,19128.295454545456
VID01284,10,80,488.0,4.0,Sim,1080p,Música,Português,Não,289242,4.0,328,10,8408.0,46415,4768.0,2,Não,Madrugada,Seg-Qui,670289,13.415465733541641,0.08179009352682201,134057.8
VID01726,7,62,976.0,2.0,Sim,4K,Culinária,Inglês,Sim,635415,112.0,444,29,4675.0,26611,895.0,54,Não,Manhã,Seg-Qui,1365790,14.127244305942826,0.022906889053221944,455263.3333333333
VID02456,50,37,477.0,7.0,Sim,1080p,Vlogs,Inglês,Não,484360,72.0,493,6,4646.0,43220,3459.0,807,Não,Madrugada,Sábado,1338719,14.107224491529426,0.03575507630802282,167339.875
VID01953,15,96,615.0,11.0,Sim,720p,Tecnologia,Inglês,Não,19754,11.0,488,12,3580.0,35394,765.0,46,Não,Manhã,Sexta,319604,12.674841137307576,0.12194465651243414,26633.666666666668
VID02299,10,15,959.0,18.0,Não,1080p,Fitness,Português,Sim,391401,112.0,9,18,6566.0,6798,4051.0,184,Não,Tarde,Domingo,365642,12.809412726525695,0.03654941171966022,19244.315789473683
VID01949,31,38,904.0,22.0,Sim,1080p,Fitness,Espanhol,Não,685125,93.0,193,11,9093.0,49884,3318.0,786,Não,Noite,Sexta,810752,13.605718724440239,0.0727435763340701,35250.086956521736
VID00179,33,75,655.0,50.0,Sim,720p,Gaming,Inglês,Não,54204,109.0,189,22,2758.0,27962,2985.0,84,Não,Madrugada,Sábado,574591,13.26141550270155,0.053464116214838035,11266.490196078432
VID01495,12,74,365.0,6.0,Não,1080p,Tecnologia,Português,Sim,707693,16.0,54,21,7311.0,39787,4762.0,957,Não,Noite,Domingo,779959,13.566997915299524,0.060385225377231365,111422.71428571429
VID01880,43,62,710.0,9.0,Sim,720p,Gaming,Português,Não,275420,14.0,226,12,3627.0,46893,1324.0,304,Não,Manhã,Sábado,490724,13.10363916840605,0.10294992704656793,49072.4
VID02346,34,87,740.0,1.0,Sim,720p,Tecnologia,Inglês,Não,16783,70.0,82,11,7007.0,4761,2696.0,386,Não,Madrugada,Sábado,273964,12.520755639984836,0.04295454877283147,136982.0
VID00835,7,54,985.0,39.0,Não,1080p,Gaming,Português,Sim,228026,53.0,333,4,3941.0,34028,1397.0,221,Não,Madrugada,Seg-Qui,416999,12.94084150078094,0.09105297614622578,10424.975
VID00486,58,21,624.0,6.0,Não,1080p,Educação,Português,Não,567796,16.0,237,23,8199.0,9640,783.0,688,Não,Noite,Sexta,317738,12.66898557004177,0.056143741069686344,45391.142857142855
VID00522,54,16,76.0,5.0,Sim,1080p,Culinária,Inglês,Não,816025,104.0,3,16,792.0,7084,1825.0,224,Não,Madrugada,Domingo,1517222,14.232392248186327,0.005191066304074157,252870.33333333334
VID01406,46,19,333.0,23.0,Sim,720p,Educação,Português,Não,30272,89.0,99,26,1886.0,23317,4940.0,128,Não,Madrugada,Sábado,175933,12.077864203690206,0.14325339760022282,7330.541666666667
VID01865,52,12,145.0,28.0,Sim,720p,Culinária,Espanhol,Não,504742,2.0,265,10,9842.0,10701,4913.0,922,Não,Madrugada,Sexta,607294,13.316769948688593,0.03382710845159017,20941.172413793105
VID00174,52,99,499.0,20.0,Não,1080p,Fitness,Português,Não,47366,41.0,178,17,8316.0,40094,4682.0,562,Não,Madrugada,Domingo,194796,12.179713269661306,0.2485163966405881,9276.0
VID00112,30,35,584.0,40.0,Não,720p,Culinária,Português,Não,511989,28.0,23,23,4941.0,37179,2436.0,186,Não,Noite,Seg-Qui,485695,13.093338192763584,0.08672109039623632,11846.219512195123
VID01707,43,65,464.0,6.0,Sim,4K,Culinária,Português,Não,502089,32.0,297,16,8548.0,30462,193.0,918,Não,Noite,Sábado,446492,13.009179001684195,0.08736998647232201,63784.57142857143
VID01524,51,77,767.0,50.0,Não,1080p,Fitness,Português,Não,15313,87.0,288,20,4666.0,21857,4717.0,370,Não,Manhã,Domingo,157392,11.966501141295433,0.16851555352241537,3086.1176470588234
VID01272,24,28,664.0,6.0,Sim,720p,Tecnologia,Português,Não,950687,52.0,99,30,6138.0,44361,1203.0,951,Não,Noite,Domingo,1012688,13.828119727209444,0.04986629643088493,144669.7142857143
VID02203,48,47,591.0,38.0,Não,4K,Fitness,Português,Sim,703062,51.0,111,1,9112.0,5259,3668.0,510,Não,Manhã,Sexta,548262,13.21451037780932,0.02621192057811776,14058.0
VID02246,21,72,472.0,37.0,Não,1080p,Educação,Inglês,Não,698046,103.0,228,19,3268.0,26954,3946.0,85,Não,Noite,Seg-Qui,1249666,14.038387673787701,0.02418406198136142,32885.94736842105
VID01511,26,100,96.0,43.0,Não,1080p,Gaming,Espanhol,Sim,918107,95.0,349,12,514.0,23472,3871.0,243,Não,Madrugada,Domingo,1653408,14.318349775114795,0.014507006135206797,37577.454545454544
VID01585,34,50,312.0,16.0,Não,720p,Música,Inglês,Não,136976,118.0,412,24,1999.0,6265,2309.0,276,Não,Tarde,Seg-Qui,698317,13.456429865388634,0.011834167004383396,41077.470588235294
VID00913,11,65,879.0,35.0,Não,720p,Fitness,Inglês,Sim,785467,43.0,243,15,872.0,4841,4684.0,473,Não,Manhã,Sábado,1403018,14.154136901402024,0.0040719363543447054,38972.72222222222
VID01117,16,44,745.0,11.0,Sim,720p,Fitness,Inglês,Não,364730,54.0,87,30,5670.0,22161,1901.0,649,Não,Noite,Sexta,836775,13.63731169119316,0.03325983687371157,69731.25
VID00355,25,67,908.0,37.0,Não,480p,Fitness,Português,Não,848427,32.0,243,5,6037.0,40716,564.0,326,Sim,Noite,Domingo,693832,13.44998657652617,0.0673837470742197,18258.736842105263
VID00368,26,31,553.0,21.0,Não,1080p,Gaming,Inglês,Não,502642,59.0,483,17,2519.0,38466,1636.0,850,Não,Tarde,Seg-Qui,1915326,14.465398923199691,0.021398446008669022,87060.27272727272
VID01843,60,22,671.0,28.0,Sim,1080p,Culinária,Espanhol,Não,804591,83.0,424,1,9668.0,26286,909.0,77,Não,Noite,Sábado,865919,13.671547804524506,0.041521204639233,29859.275862068964
VID01466,38,65,673.0,45.0,Sim,480p,Fitness,Português,Sim,980892,31.0,426,4,5730.0,15046,4583.0,366,Não,Tarde,Domingo,741819,13.516861905119308,0.028006831855209965,16126.5
VID01124,24,67,658.0,33.0,Não,4K,Gaming,Português,Não,566070,41.0,152,29,5076.0,29268,4150.0,961,Sim,Manhã,Sábado,909161,13.720278575102489,0.03777548750991298,26740.029411764706
VID02309,9,73,711.0,3.0,Sim,1080p,Educação,Português,Sim,407841,82.0,159,26,8498.0,3530,4770.0,448,Não,Manhã,Sábado,337736,12.730022765074285,0.0356136153682166,84434.0
VID02413,55,48,517.0,36.0,Não,1080p,Vlogs,Português,Sim,958334,43.0,171,28,789.0,28269,1240.0,75,Não,Manhã,Sexta,821549,13.618948078879978,0.03536977100574646,22204.027027027027
VID00742,26,25,120.0,48.0,Sim,1080p,Gaming,Português,Não,826960,4.0,11,4,7305.0,31275,3514.0,795,Sim,Madrugada,Sábado,1254568,14.042302645268885,0.030751621275211867,25603.428571428572
VID00846,12,87,442.0,6.0,Sim,480p,Educação,Inglês,Sim,559207,49.0,418,12,8715.0,9577,2072.0,213,Não,Noite,Domingo,929160,13.742037307409095,0.019686598648241422,132737.14285714287
VID00606,38,88,219.0,40.0,Sim,1080p,Fitness,Português,Não,330927,15.0,33,1,2316.0,14947,836.0,95,Não,Tarde,Domingo,287462,12.568849435285372,0.06005315485177171,7011.268292682927
VID01214,52,45,924.0,30.0,Sim,720p,Gaming,Português,Sim,479229,25.0,111,16,6844.0,12045,4048.0,666,Não,Manhã,Sexta,721144,13.48859550561731,0.026193104289850572,23262.709677419356
VID01628,32,78,485.0,2.0,Sim,480p,Culinária,Português,Sim,625597,14.0,18,1,4138.0,5023,1817.0,263,Não,Madrugada,Sexta,480573,13.082736501778237,0.019062660615556847,160191.0
VID00791,49,13,905.0,32.0,Sim,1080p,Fitness,Português,Não,725883,10.0,149,14,9150.0,39077,2119.0,903,Não,Noite,Sábado,608505,13.31876205167335,0.07925489519395897,18439.545454545456
VID01858,59,43,71.0,50.0,Sim,720p,Culinária,Português,Não,941919,89.0,272,2,7166.0,32768,129.0,486,Não,Tarde,Domingo,750442,13.528418977804266,0.0532139725655014,14714.549019607843
VID02232,23,68,150.0,32.0,Sim,1080p,Tecnologia,Português,Sim,763170,81.0,297,10,9990.0,31129,4167.0,53,Não,Tarde,Domingo,883283,13.691402058678074,0.046552463932850514,26766.151515151516
VID01337,39,18,456.0,17.0,Sim,4K,Fitness,Português,Não,208443,76.0,439,10,2902.0,8986,2087.0,328,Não,Noite,Domingo,211817,12.263482694374046,0.05612391828795611,11767.611111111111
VID00810,27,28,969.0,16.0,Sim,1080p,Gaming,Português,Sim,121940,36.0,496,3,5996.0,7227,1553.0,335,Não,Tarde,Seg-Qui,245040,12.409180822464702,0.053962618348024814,14414.117647058823
VID00479,36,30,389.0,37.0,Sim,1080p,Vlogs,Português,Não,562668,77.0,23,14,3314.0,48110,3225.0,813,Não,Tarde,Sábado,602409,13.308693555595642,0.08536393048576632,15852.868421052632
VID00255,18,16,866.0,50.0,Sim,1080p,Tecnologia,Inglês,Não,986441,104.0,94,18,1241.0,33520,3507.0,554,Não,Noite,Seg-Qui,2661692,14.794472944464607,0.013059737941129176,52190.03921568627
VID02218,14,56,306.0,4.0,Sim,1080p,Vlogs,Português,Não,823697,87.0,388,17,5336.0,37825,3539.0,280,Não,Manhã,Domingo,800453,13.592934345682835,0.053920717393775776,160090.6
VID01042,6,64,281.0,43.0,Sim,1080p,Tecnologia,Português,Não,368100,60.0,61,3,1262.0,2021,1363.0,190,Não,Madrugada,Seg-Qui,385995,12.863582285698975,0.008505291519320198,8772.613636363636
VID01187,27,34,627.0,31.0,Sim,720p,Música,Português,Não,721680,85.0,270,1,1932.0,13089,1505.0,138,Sim,Tarde,Domingo,1214252,14.009639630865841,0.012370578759598502,37945.375
VID00247,13,65,120.0,5.0,Sim,720p,Gaming,Português,Não,179137,14.0,88,19,8318.0,38753,3980.0,577,Não,Manhã,Domingo,402690,12.905924797446517,0.11689140529936179,67115.0
VID01733,54,64,53.0,32.0,Sim,1080p,Gaming,Português,Sim,498606,,154,19,2075.0,46259,620.0,145,Não,Madrugada,Sexta,768798,13.552584835908966,0.06286957042031847,23296.909090909092
VID02041,12,71,933.0,4.0,Sim,1080p,Tecnologia,Espanhol,Não,463666,1.0,410,29,2278.0,38681,295.0,686,Não,Manhã,Domingo,688370,13.442083215761627,0.05950143091651292,137674.0
VID00444,24,76,840.0,14.0,Sim,1080p,Música,INGLÊS,Não,801384,15.0,63,28,762.0,5905,4382.0,208,Não,Manhã,Domingo,3243199,14.992071054679872,0.00205568637632165,216213.26666666666
VID02006,59,24,903.0,25.0,Não,4K,Fitness,Inglês,Não,311609,43.0,426,5,2434.0,8475,4996.0,766,Não,Manhã,Seg-Qui,724826,13.49368828467271,0.015050508673805852,27877.923076923078
VID02314,22,52,603.0,28.0,Sim,4K,Educação,Português,Sim,646804,104.0,121,2,8537.0,35032,2474.0,915,Não,Manhã,Sábado,496428,13.115195751234696,0.08776499311078344,17118.206896551725
VID00773,18,25,617.0,13.0,Não,4K,Fitness,Espanhol,Não,757538,94.0,442,1,3383.0,18286,970.0,88,Não,Tarde,Sexta,734091,13.50638964034163,0.02951813875936362,52435.07142857143
VID01976,38,54,996.0,35.0,Não,1080p,Educação,Inglês,Não,16571,17.0,154,26,8990.0,43880,4570.0,964,Não,Manhã,Sábado,487718,13.097494699315337,0.10840280653984474,13547.722222222223
VID02000,44,84,135.0,35.0,Não,1080p,Gaming,Inglês,Sim,451264,53.0,194,13,3679.0,19684,3033.0,594,Não,Manhã,Sábado,1703653,14.348285914110429,0.01371347334228273,47323.694444444445
VID01874,31,30,529.0,1.0,Sim,1080p,Música,Português,Não,202132,9.0,298,11,7265.0,17311,4026.0,562,Não,Tarde,Sábado,421475,12.951518115301154,0.05830950827451213,210737.5
VID01430,13,88,507.0,26.0,Sim,720p,Educação,Inglês,Sim,10585,77.0,344,16,8660.0,31828,2429.0,958,Sim,Madrugada,Sexta,530284,13.18116987684925,0.07635153992954719,19640.14814814815
VID00411,31,94,806.0,6.0,Não,1080p,Gaming,Português,Sim,383482,114.0,94,29,2921.0,37160,2685.0,182,Não,Tarde,Seg-Qui,642489,13.373106531428054,0.06238394742945015,91784.14285714286
VID01392,48,49,982.0,39.0,Não,4K,Gaming,Português,Não,678894,27.0,20,16,7623.0,7537,120.0,606,Não,Noite,Seg-Qui,934945,13.748244052592302,0.016214857558466005,23373.625
VID01035,11,83,953.0,28.0,Sim,1080p,Fitness,Espanhol,Não,199539,65.0,166,20,6760.0,28245,812.0,632,Não,Noite,Sábado,298109,12.605217824893518,0.1174234927492964,10279.620689655172
VID00880,59,33,638.0,16.0,Não,720p,Gaming,Espanhol,Sim,54048,8.0,123,19,4659.0,7187,268.0,131,Não,Madrugada,Sábado,141156,11.857628025083914,0.08392133526027941,8303.29411764706
VID01770,6,27,365.0,11.0,Sim,1080p,Educação,Português,Não,774921,47.0,72,6,1436.0,49754,3922.0,17,Não,Noite,Seg-Qui,547469,13.21306294465097,0.09350301112939728,45622.416666666664
VID02497,34,48,589.0,4.0,Não,1080p,Gaming,Português,Não,821478,63.0,295,3,4808.0,22655,512.0,790,Não,Noite,Sexta,1132009,13.939505371628508,0.02426040782361271,226401.8
VID00097,15,10,291.0,41.0,Sim,1080p,Culinária,Português,Não,801479,86.0,313,6,3456.0,39420,3176.0,367,Não,Noite,Seg-Qui,719011,13.48563332641092,0.05963191105560277,17119.309523809523
VID02027,25,84,256.0,1.0,Sim,720p,Culinária,Português,Sim,900382,73.0,411,30,1275.0,7249,4612.0,701,Não,Tarde,Sexta,683936,13.43562108709958,0.012463154447199738,341968.0
VID01979,40,86,237.0,18.0,Não,4K,Tecnologia,Português,Sim,789235,114.0,481,19,4170.0,18824,1953.0,198,Não,Noite,Domingo,828123,13.626918180608826,0.027766406681133116,43585.42105263158
VID02504,24,57,488.0,13.0,Sim,1080p,Vlogs,Espanhol,Sim,559843,60.0,52,11,3423.0,1547,611.0,41,Não,Madrugada,Domingo,632893,13.358058230547817,0.007852828203187584,45206.642857142855
VID00322,24,84,165.0,14.0,Sim,4K,  Fitness,Inglês,Não,308235,32.0,42,29,5633.0,10497,2577.0,6,Sim,Manhã,Seg-Qui,852204,13.655582387198068,0.018927392971635898,56813.6
VID02115,8,91,463.0,8.0,Não,720p,Educação,Português,Sim,26138,63.0,425,3,5915.0,47181,3135.0,61,Não,Tarde,Sábado,175594,12.075935485973666,0.30237935236967095,19510.444444444445
VID02038,15,73,497.0,13.0,Sim,720p,Culinária,Português,Sim,513855,68.0,318,29,2340.0,1446,6.0,932,Não,Manhã,Sexta,371190,12.824472033910595,0.01019962822274307,26513.571428571428
VID00966,47,67,735.0,41.0,Sim,720p,Fitness,Português,Não,985145,56.0,326,1,8130.0,49985,2220.0,450,Não,Noite,Sexta,765765,13.548631919024563,0.0758914288326053,18232.5
VID02291,26,23,74.0,33.0,Sim,1080p,Gaming,Português,Sim,96033,84.0,319,8,9636.0,24125,2105.0,277,Não,Tarde,Seg-Qui,272298,12.514656006234983,0.12398548648906713,8008.764705882353
VID02343,23,14,389.0,1.0,Não,1080p,Música,Inglês,Não,338,117.0,170,22,4126.0,6470,3680.0,7,Não,Madrugada,Domingo,2178075,14.593952476264779,0.004864846251850832,1089037.5
VID01160,26,30,54.0,11.0,Sim,1080p,Tecnologia,Português,Não,942411,6.0,174,11,8199.0,40508,3829.0,816,Sim,Tarde,Sexta,1087094,13.899019558788634,0.044804773092299285,90591.16666666667
VID01862,54,16,405.0,27.0,Sim,720p,Tecnologia,Inglês,Sim,499763,52.0,125,26,1520.0,30550,4454.0,74,Não,Manhã,Sábado,1525480,14.237820328128489,0.021022891155570704,54481.42857142857
VID00483,14,77,441.0,48.0,Sim,1080p,Tecnologia,Português,Sim,215442,114.0,301,29,3119.0,39240,1540.0,759,Não,Manhã,Sábado,354864,12.779492714441993,0.11936685603498805,7242.122448979592
VID01205,31,87,997.0,3.0,Sim,1080p,Vlogs,Português,Sim,670281,89.0,193,13,9202.0,6911,358.0,571,Não,Noite,Sexta,585205,13.279719200980535,0.027533941097564102,146301.25
VID01265,4,49,494.0,13.0,Sim,4K,Vlogs,Português,Sim,859328,,52,24,,42293,,541,Não,Noite,Sábado,815524,13.611587356612558,,58251.71428571428
VID01713,38,96,236.0,27.0,Sim,1080p,Música,Português,Sim,885849,98.0,54,29,3241.0,43339,3200.0,915,Não,Manhã,Sexta,1516673,14.23203033741217,0.030711959664344257,54166.892857142855
VID00933,23,30,176.0,19.0,Não,1080p,Fitness,Espanhol,Sim,519457,77.0,242,30,4310.0,23595,11.0,907,Não,Madrugada,Seg-Qui,520142,13.16185905275204,0.05364881128614878,26007.1
VID00603,37,95,949.0,28.0,Sim,4K,Educação,Inglês,Não,511954,60.0,199,18,1701.0,14698,1915.0,843,Não,Madrugada,Seg-Qui,899701,13.709818876365949,0.01822716658089743,31024.172413793105
VID00408,28,45,,45.0,Não,1080p,Culinária,Inglês,Sim,372172,94.0,325,1,8491.0,8152,,23,Não,Tarde,Sexta,893055,13.702404567858853,0.018636030255695338,19414.239130434784
VID00612,37,92,337.0,30.0,Sim,1080p,Tecnologia,Português,Sim,564582,31.0,309,26,9319.0,19371,3344.0,177,Não,Tarde,Domingo,638153,13.366334912509974,0.04495787060469825,20585.58064516129
VID00421,50,35,577.0,31.0,Não,720p,Música,Inglês,Não,57577,108.0,280,30,4825.0,40116,2548.0,572,Não,Tarde,Sábado,579256,13.26950152681375,0.07758400430897565,18101.75
VID00566,49,90,404.0,19.0,Sim,1080p,Culinária,Português,Não,958300,12.0,485,17,2697.0,31990,4339.0,624,Não,Tarde,Sexta,768391,13.552055298578198,0.04514238193836211,38419.55
VID00472,55,61,437.0,41.0,Sim,720p,Vlogs,Português,Sim,106186,102.0,376,8,2802.0,37112,4808.0,754,Não,Manhã,Sábado,269763,12.50530278168095,0.14795950519530107,6422.928571428572
VID01311,12,17,215.0,32.0,Sim,1080p,Culinária,Português,Não,690018,18.0,248,20,6055.0,35583,1555.0,121,Não,Tarde,Sábado,597891,13.301165414615573,0.06964145638586297,18117.909090909092
VID00655,13,58,424.0,25.0,Sim,1080p,Fitness,Português,Não,44928,46.0,406,21,9125.0,15866,4739.0,697,Não,Madrugada,Seg-Qui,191034,12.160211936314555,0.1308196446705822,7347.461538461538
VID00319,58,51,341.0,49.0,Sim,4K,Educação,Português,Sim,532170,106.0,385,25,9253.0,3155,4489.0,746,Não,Noite,Sexta,438592,12.991327154966244,0.028290529695024078,8771.84
VID01588,29,79,936.0,48.0,Sim,1080p,Vlogs,Português,Não,52134,66.0,317,6,3098.0,6741,4439.0,424,Não,Madrugada,Seg-Qui,166345,12.021825235470716,0.05914815594096606,3394.795918367347
VID00211,56,45,633.0,24.0,Não,4K,Fitness,Português,Não,240755,107.0,426,13,201.0,49023,2219.0,715,Não,Noite,Domingo,327064,12.697914206884318,0.15050265391483011,13082.56
VID00545,57,11,548.0,14.0,Sim,720p,Culinária,Português,Não,901421,50.0,330,2,2600.0,16858,1819.0,906,Não,Tarde,Sexta,667141,13.410758195792367,0.02916624821439546,44476.066666666666
VID01583,47,65,640.0,26.0,Sim,4K,Educação,Português,Não,41232,9.0,366,5,9410.0,23580,4568.0,955,Não,Tarde,Sábado,164021,12.007755844150983,0.20113278177794308,6074.851851851852
VID01308,23,15,651.0,18.0,Sim,720p,Música,Português,Sim,406580,32.0,75,21,3271.0,37297,396.0,57,Não,Noite,Sexta,711874,13.475657613183584,0.056987612976453696,37467.05263157895
VID00528,7,26,529.0,20.0,Sim,1080p,Vlogs,Português,Não,875077,82.0,278,24,7923.0,2896,3999.0,165,Não,Madrugada,Domingo,774382,13.559821862224206,0.013971140858129451,36875.333333333336
VID01607,52,62,845.0,38.0,Sim,1080p,Fitness,Português,Sim,492444,40.0,86,8,7845.0,8192,4005.0,199,Sim,Tarde,Domingo,453818,13.02545371911602,0.035337954862962685,11636.358974358975
VID00749,17,73,407.0,45.0,Sim,1080p,Tecnologia,Português,Não,717579,113.0,474,3,5799.0,11326,2974.0,172,Não,Tarde,Sexta,775890,13.561767325381851,0.022071427650826793,16867.17391304348
VID02016,10,91,348.0,36.0,Sim,720p,Gaming,Inglês,Sim,444876,112.0,84,13,6356.0,41379,559.0,166,Não,Tarde,Sexta,1826540,14.417934572269123,0.026134111489482848,49365.94594594595
VID01024,34,48,93.0,11.0,Não,480p,Gaming,Espanhol,Não,327514,113.0,360,5,,16845,,30,Não,Noite,Sexta,625027,13.345551727715048,,52085.583333333336
VID00602,40,68,611.0,22.0,Sim,720p,Educação,Português,Não,670812,50.0,329,9,2210.0,34303,4681.0,637,Não,Noite,Sábado,479514,13.080530455402368,0.07614584767076665,20848.434782608696
